order_id,product_id,origin_warehouse,destination_city,order_date,ship_mode,carrier,weight_kg,distance_km,expected_delay_days
139911,P039,Strasbourg,Paris,2024-07-13,Standard,Chronopost,7.92,958,5
139912,P022,Lyon,Bordeaux,2024-11-05,Standard,UPS,19.07,840,6
139913,P019,Rouen,Lyon,2025-06-12,Express,GLS,3.62,369,1
139914,P100,Lyon,Nice,2024-12-10,Express,Chronopost,0.32,291,1
139915,P009,Strasbourg,Bordeaux,2025-05-11,Express,Colissimo,3.62,243,1
139916,P019,Strasbourg,Toulouse,2024-08-03,Standard,Chronopost,10.15,264,4
139917,P002,Strasbourg,Lyon,2024-06-25,Standard,DHL,19.28,991,6
139918,P092,Paris,Nice,2025-02-12,Standard,DHL,16.96,518,4
139919,P061,Lille,Paris,2024-09-19,Express,DHL,2.78,632,3
139920,P059,Paris,Nice,2024-10-13,Express,DHL,10.78,520,3
139921,P086,Strasbourg,Toulouse,2024-07-17,Standard,Colissimo,1.63,401,2
139922,P070,Paris,Paris,2025-01-12,Standard,GLS,8.67,352,3
139923,P071,Lille,Nice,2025-04-26,Express,UPS,13.3,213,3
139924,P070,Strasbourg,Marseille,2025-04-24,Express,Chronopost,6.57,192,1
139925,P033,Nantes,Toulouse,2024-10-24,Express,Chronopost,0.89,296,2
139926,P078,Paris,Marseille,2024-08-22,Standard,Colissimo,6.24,225,3
139927,P065,Nantes,Toulouse,2025-04-01,Express,Colissimo,3.91,502,2
139928,P025,Lyon,Lyon,2025-01-15,Express,GLS,5.07,742,3
139929,P070,Rouen,Paris,2025-04-30,Standard,UPS,2.8,960,5
139930,P028,Rouen,Lyon,2024-10-14,Express,Colissimo,3.76,657,2
139931,P018,Rouen,Marseille,2024-11-16,Express,GLS,16.81,890,5
139932,P063,Rouen,Bordeaux,2024-07-22,Standard,GLS,10.64,119,2
139933,P091,Strasbourg,Paris,2025-03-27,Express,GLS,14.14,875,5
139934,P049,Nantes,Bordeaux,2024-11-17,Standard,Colissimo,5.78,678,4
139935,P066,Lyon,Marseille,2025-06-16,Standard,GLS,5.1,200,2
139936,P040,Nantes,Lyon,2025-06-11,Standard,UPS,8.53,714,3
139937,P085,Paris,Paris,2024-07-07,Standard,Colissimo,12.54,520,4
139938,P087,Lille,Bordeaux,2025-03-22,Standard,GLS,7.71,805,5
139939,P066,Strasbourg,Marseille,2024-08-30,Express,Chronopost,13.46,401,3
139940,P080,Paris,Paris,2025-06-16,Express,Colissimo,17.46,50,2
139941,P004,Nantes,Bordeaux,2025-05-01,Standard,UPS,12.75,902,6
139942,P034,Paris,Marseille,2025-06-13,Standard,GLS,14.53,123,2
139943,P005,Paris,Paris,2024-11-28,Express,Colissimo,18.07,495,4
139944,P098,Paris,Lyon,2025-05-11,Express,Chronopost,12.98,357,2
139945,P022,Lyon,Marseille,2025-04-30,Standard,Colissimo,1.93,665,4
139946,P020,Lyon,Marseille,2024-11-09,Express,DHL,8.93,61,1
139947,P047,Lille,Paris,2024-08-09,Express,Chronopost,12.67,310,1
139948,P077,Rouen,Nice,2024-09-18,Express,UPS,11.82,639,4
139949,P034,Strasbourg,Nice,2025-01-07,Express,UPS,13.04,601,4
139950,P044,Strasbourg,Lyon,2024-07-20,Standard,DHL,13.82,851,5
139951,P006,Nantes,Paris,2024-12-03,Standard,DHL,13.29,353,3
139952,P056,Nantes,Nice,2025-01-19,Standard,DHL,13.18,108,3
139953,P029,Lyon,Toulouse,2025-04-23,Express,DHL,13.64,897,4
139954,P097,Lyon,Toulouse,2025-01-06,Express,GLS,15.21,237,3
139955,P053,Lille,Toulouse,2025-02-22,Standard,GLS,3.62,126,2
139956,P001,Nantes,Toulouse,2025-03-03,Express,UPS,4.7,441,1
139957,P059,Nantes,Paris,2025-06-08,Express,Colissimo,11.95,189,2
139958,P048,Lille,Bordeaux,2024-09-11,Standard,DHL,5.18,835,5
139959,P007,Strasbourg,Bordeaux,2025-05-28,Standard,UPS,16.8,485,5
139960,P086,Lille,Nice,2025-04-01,Express,DHL,0.74,845,3
139961,P032,Paris,Nice,2025-04-19,Standard,GLS,2.74,443,3
139962,P078,Lille,Lyon,2025-02-03,Standard,GLS,11.99,664,5
139963,P061,Paris,Paris,2025-02-27,Express,Chronopost,13.89,612,3
139964,P057,Strasbourg,Lyon,2024-12-30,Standard,Chronopost,15.08,871,6
139965,P051,Nantes,Marseille,2025-03-16,Standard,GLS,9.14,895,5
139966,P088,Paris,Paris,2024-09-30,Express,GLS,5.73,963,4
139967,P019,Rouen,Marseille,2025-06-01,Express,Colissimo,18.03,292,3
139968,P027,Lyon,Lyon,2024-07-18,Express,DHL,10.74,499,3
139969,P063,Paris,Bordeaux,2024-08-30,Express,Colissimo,1.19,676,3
139970,P060,Rouen,Nice,2024-11-11,Standard,UPS,1.1,207,2
139971,P061,Lille,Paris,2025-04-20,Standard,Colissimo,14.92,653,5
139972,P061,Lille,Marseille,2024-08-18,Standard,UPS,12.38,615,4
139973,P087,Lille,Marseille,2025-02-01,Express,DHL,12.33,498,4
139974,P045,Lille,Toulouse,2025-05-03,Express,Colissimo,13.31,488,4
139975,P021,Rouen,Lyon,2024-07-04,Express,Colissimo,11.55,903,3
139976,P044,Lyon,Lyon,2025-05-01,Standard,UPS,8.33,554,4
139977,P093,Strasbourg,Paris,2024-12-22,Express,Colissimo,13.43,195,1
139978,P001,Strasbourg,Bordeaux,2024-08-03,Standard,GLS,17.24,504,4
139979,P095,Paris,Bordeaux,2024-11-24,Express,GLS,10.77,349,3
139980,P091,Lyon,Marseille,2024-11-30,Standard,GLS,0.57,501,3
139981,P044,Paris,Lyon,2024-07-12,Standard,Colissimo,3.21,361,3
139982,P100,Lyon,Lyon,2025-03-12,Express,DHL,11.3,775,3
139983,P062,Rouen,Paris,2024-07-13,Express,UPS,1.36,371,2
139984,P061,Rouen,Toulouse,2025-03-13,Standard,GLS,11.66,245,4
139985,P091,Lille,Marseille,2024-10-15,Standard,GLS,19.45,641,5
139986,P079,Nantes,Toulouse,2025-05-30,Standard,Colissimo,6.68,237,3
139987,P089,Rouen,Lyon,2024-11-14,Standard,GLS,8.8,446,4
139988,P079,Rouen,Marseille,2025-04-28,Standard,GLS,4.6,296,2
139989,P083,Lille,Nice,2024-10-02,Express,GLS,11.13,462,2
139990,P050,Nantes,Marseille,2025-03-21,Express,Chronopost,7.09,379,2
139991,P075,Rouen,Marseille,2024-07-28,Standard,UPS,19.75,453,5
139992,P041,Rouen,Nice,2024-09-19,Standard,UPS,3.89,140,2
139993,P033,Lyon,Marseille,2024-09-22,Express,GLS,13.94,214,2
139994,P087,Paris,Lyon,2024-07-10,Standard,DHL,2.08,278,2
139995,P012,Paris,Bordeaux,2025-03-04,Express,UPS,2.96,584,3
139996,P002,Strasbourg,Toulouse,2024-10-13,Express,Colissimo,8.08,481,3
139997,P021,Lyon,Marseille,2024-07-31,Standard,DHL,14.28,106,3
139998,P014,Strasbourg,Bordeaux,2025-01-09,Standard,DHL,19.42,291,3
139999,P034,Strasbourg,Marseille,2024-11-29,Express,Chronopost,6.57,802,3
140000,P079,Paris,Nice,2024-08-05,Express,GLS,8.42,121,1
140001,P085,Lille,Toulouse,2024-11-17,Standard,Chronopost,17.1,396,4
140002,P064,Nantes,Marseille,2025-04-29,Standard,GLS,9.46,823,4
140003,P023,Rouen,Toulouse,2025-05-30,Express,GLS,19.09,509,3
140004,P085,Paris,Lyon,2024-12-06,Standard,DHL,16.77,640,5
140005,P050,Rouen,Nice,2025-04-29,Express,Colissimo,15.58,75,2
140006,P014,Lyon,Paris,2024-06-20,Express,Colissimo,5.08,63,1
140007,P085,Lyon,Paris,2024-10-26,Express,DHL,14.19,203,2
140008,P076,Paris,Nice,2025-01-18,Express,GLS,4.92,204,2
140009,P046,Lyon,Marseille,2025-03-12,Standard,DHL,3.08,414,2
140010,P005,Paris,Paris,2025-04-09,Express,DHL,9.49,459,3
140011,P066,Lille,Nice,2024-08-19,Standard,DHL,12.88,952,5
140012,P022,Paris,Lyon,2025-03-31,Standard,UPS,19.14,746,6
140013,P070,Lyon,Bordeaux,2024-11-09,Standard,Chronopost,4.53,671,4
140014,P002,Lille,Marseille,2025-03-20,Express,Chronopost,11.25,691,3
140015,P029,Strasbourg,Lyon,2025-02-24,Standard,Chronopost,6.4,570,4
140016,P061,Lille,Nice,2024-12-30,Standard,DHL,16.23,188,3
140017,P100,Paris,Marseille,2024-08-07,Express,UPS,11.55,514,3
140018,P071,Rouen,Bordeaux,2025-03-15,Standard,GLS,7.45,180,2
140019,P016,Rouen,Lyon,2024-08-13,Express,DHL,18.8,128,3
140020,P064,Lyon,Paris,2024-12-01,Standard,Chronopost,6.68,194,3
140021,P097,Strasbourg,Lyon,2025-04-11,Standard,Colissimo,3.19,814,4
140022,P097,Paris,Paris,2024-07-18,Express,GLS,1.65,364,2
140023,P014,Rouen,Nice,2025-01-02,Express,DHL,15.93,811,5
140024,P043,Paris,Lyon,2025-02-07,Standard,Colissimo,0.62,100,1
140025,P076,Rouen,Paris,2025-06-11,Standard,GLS,8.99,524,2
140026,P043,Lille,Toulouse,2024-10-23,Standard,DHL,16.71,662,4
140027,P070,Paris,Marseille,2025-01-19,Standard,DHL,2.9,521,3
140028,P055,Rouen,Bordeaux,2024-12-17,Standard,UPS,3.79,471,3
140029,P076,Nantes,Nice,2024-11-05,Express,Colissimo,19.25,325,3
140030,P031,Lyon,Paris,2025-04-12,Standard,Colissimo,3.38,102,1
140031,P076,Lyon,Paris,2025-05-11,Standard,GLS,10.91,797,6
140032,P074,Paris,Toulouse,2024-10-10,Standard,DHL,15.65,758,4
140033,P040,Nantes,Paris,2024-09-17,Express,GLS,16.65,791,4
140034,P027,Lille,Nice,2024-07-11,Standard,Chronopost,0.25,637,4
140035,P052,Lyon,Nice,2024-09-24,Express,Colissimo,15.38,715,4
140036,P007,Paris,Bordeaux,2025-05-09,Express,Chronopost,15.34,472,3
140037,P046,Strasbourg,Nice,2024-11-14,Express,UPS,5.51,430,2
140038,P100,Lyon,Lyon,2025-04-14,Standard,GLS,1.34,454,3
140039,P033,Paris,Nice,2025-05-18,Standard,DHL,4.16,73,2
140040,P091,Strasbourg,Nice,2024-09-05,Standard,Colissimo,3.15,563,3
140041,P008,Nantes,Toulouse,2025-05-02,Standard,Chronopost,2.44,139,2
140042,P005,Rouen,Lyon,2024-07-26,Standard,Colissimo,9.31,958,6
140043,P061,Rouen,Marseille,2024-08-09,Express,DHL,5.51,253,1
140044,P072,Strasbourg,Nice,2024-07-26,Express,Colissimo,12.14,624,4
140045,P060,Rouen,Toulouse,2024-12-03,Standard,Chronopost,7.59,494,4
140046,P085,Rouen,Paris,2024-10-01,Standard,DHL,1.17,144,2
140047,P024,Lille,Lyon,2024-10-03,Express,Chronopost,14.72,973,5
140048,P007,Paris,Lyon,2024-09-24,Express,Chronopost,18.61,547,3
140049,P061,Lille,Marseille,2024-12-19,Standard,Colissimo,10.79,61,2
140050,P083,Rouen,Bordeaux,2024-11-04,Express,Chronopost,7.8,283,1
140051,P095,Rouen,Nice,2025-03-13,Standard,GLS,19.05,647,3
140052,P036,Nantes,Nice,2025-03-16,Express,DHL,12.85,81,0
140053,P027,Lyon,Nice,2025-01-10,Standard,DHL,0.49,286,1
140054,P029,Rouen,Lyon,2025-05-23,Express,Colissimo,5.35,344,2
140055,P087,Lille,Bordeaux,2025-03-13,Express,GLS,19.01,698,4
140056,P020,Strasbourg,Lyon,2025-06-05,Standard,Colissimo,14.18,797,5
140057,P070,Lille,Marseille,2025-05-14,Express,Chronopost,9.96,807,3
140058,P076,Strasbourg,Lyon,2025-01-04,Standard,Colissimo,15.69,362,3
140059,P076,Lille,Bordeaux,2024-07-15,Standard,GLS,11.47,470,4
140060,P003,Nantes,Toulouse,2024-11-15,Standard,GLS,6.33,414,3
140061,P039,Lille,Paris,2025-01-23,Standard,GLS,10.95,988,5
140062,P099,Strasbourg,Lyon,2025-05-14,Express,Colissimo,0.66,120,1
140063,P083,Paris,Toulouse,2024-07-23,Express,GLS,16.17,500,3
140064,P045,Strasbourg,Nice,2024-07-31,Standard,UPS,12.74,102,2
140065,P068,Paris,Marseille,2025-03-04,Standard,GLS,17.9,985,5
140066,P031,Nantes,Marseille,2025-06-02,Standard,Colissimo,12.69,233,2
140067,P038,Paris,Bordeaux,2024-12-25,Standard,GLS,16.49,729,5
140068,P097,Strasbourg,Nice,2025-02-20,Express,DHL,12.74,157,1
140069,P006,Nantes,Lyon,2024-09-21,Express,Chronopost,3.47,203,1
140070,P008,Nantes,Paris,2024-12-19,Express,UPS,13.58,817,3
140071,P028,Nantes,Bordeaux,2025-05-26,Standard,Colissimo,10.42,152,3
140072,P015,Strasbourg,Lyon,2024-12-27,Standard,Chronopost,19.16,295,3
140073,P095,Strasbourg,Nice,2024-11-09,Express,DHL,18.06,264,3
140074,P008,Paris,Marseille,2024-11-30,Standard,Chronopost,14.19,663,5
140075,P054,Strasbourg,Bordeaux,2024-07-19,Express,Chronopost,17.53,928,5
140076,P006,Rouen,Nice,2024-11-11,Express,DHL,6.57,832,4
140077,P029,Paris,Toulouse,2025-03-22,Standard,DHL,5.67,181,3
140078,P034,Nantes,Lyon,2025-02-07,Express,GLS,10.9,980,4
140079,P007,Lyon,Lyon,2025-01-09,Express,Colissimo,13.35,407,3
140080,P040,Paris,Nice,2024-11-17,Standard,GLS,1.27,66,1
140081,P074,Lyon,Lyon,2025-03-13,Express,UPS,11.58,855,4
140082,P013,Paris,Bordeaux,2025-01-17,Express,Chronopost,19.55,253,3
140083,P062,Nantes,Bordeaux,2025-01-30,Express,DHL,2.97,373,1
140084,P086,Paris,Lyon,2024-11-17,Standard,Colissimo,10.02,726,5
140085,P085,Lille,Nice,2025-06-14,Express,Chronopost,4.03,670,3
140086,P065,Lille,Lyon,2025-06-10,Standard,Chronopost,1.16,96,1
140087,P041,Nantes,Marseille,2024-11-28,Express,Colissimo,1.66,524,2
140088,P042,Rouen,Paris,2025-04-01,Standard,Chronopost,11.45,922,5
140089,P066,Lyon,Nice,2025-04-28,Express,DHL,3.86,753,3
140090,P093,Strasbourg,Marseille,2025-03-06,Express,DHL,2.97,64,0
140091,P011,Paris,Paris,2024-09-27,Express,Chronopost,2.28,397,2
140092,P050,Nantes,Nice,2024-07-28,Standard,GLS,8.18,95,2
140093,P071,Lyon,Marseille,2025-01-13,Standard,Colissimo,4.74,383,3
140094,P035,Paris,Bordeaux,2025-01-27,Express,DHL,14.52,499,3
140095,P094,Paris,Paris,2024-08-14,Standard,GLS,7.48,646,4
140096,P080,Rouen,Marseille,2024-11-03,Standard,UPS,4.01,750,4
140097,P079,Lyon,Paris,2024-10-17,Standard,GLS,15.16,212,3
140098,P020,Paris,Nice,2025-04-01,Express,GLS,9.58,287,3
140099,P028,Rouen,Paris,2025-03-27,Standard,Colissimo,17.98,232,3
140100,P037,Lille,Lyon,2025-05-07,Standard,GLS,4.82,161,2
140101,P003,Rouen,Marseille,2024-06-20,Standard,DHL,5.1,981,5
140102,P093,Lyon,Lyon,2025-03-02,Express,Colissimo,9.77,693,4
140103,P059,Rouen,Bordeaux,2025-06-09,Standard,GLS,11.3,640,5
140104,P073,Lille,Nice,2024-12-05,Express,GLS,4.68,405,1
140105,P027,Lille,Marseille,2025-02-22,Standard,UPS,7.85,221,3
140106,P032,Lyon,Lyon,2024-11-18,Express,UPS,1.71,390,0
140107,P048,Nantes,Marseille,2024-08-22,Express,Colissimo,9.89,812,4
140108,P046,Rouen,Paris,2025-04-04,Standard,Colissimo,2.39,257,2
140109,P095,Lyon,Nice,2025-06-08,Express,GLS,8.67,927,3
140110,P047,Paris,Toulouse,2025-02-15,Express,GLS,12.04,717,3
140111,P090,Rouen,Paris,2025-01-05,Express,DHL,11.08,428,2
140112,P040,Lille,Paris,2024-12-12,Standard,GLS,2.5,782,4
140113,P003,Rouen,Bordeaux,2024-08-23,Standard,UPS,9.39,938,5
140114,P075,Lyon,Bordeaux,2025-01-28,Standard,GLS,19.42,814,5
140115,P029,Nantes,Bordeaux,2024-08-01,Express,Colissimo,9.51,202,2
140116,P091,Nantes,Lyon,2024-11-01,Express,GLS,6.47,150,1
140117,P058,Strasbourg,Paris,2025-05-28,Standard,Colissimo,13.41,653,5
140118,P050,Paris,Toulouse,2024-08-02,Standard,Colissimo,7.24,628,4
140119,P010,Lyon,Lyon,2025-02-23,Standard,Chronopost,15.23,880,5
140120,P061,Strasbourg,Marseille,2025-05-20,Standard,UPS,15.77,64,4
140121,P099,Rouen,Marseille,2024-10-14,Standard,Colissimo,4.72,448,3
140122,P061,Lille,Toulouse,2024-09-01,Express,UPS,1.9,184,1
140123,P023,Rouen,Bordeaux,2025-03-10,Express,GLS,18.57,823,4
140124,P006,Rouen,Toulouse,2024-08-21,Standard,Chronopost,17.07,944,6
140125,P075,Lille,Lyon,2024-12-09,Standard,UPS,13.78,963,5
140126,P060,Paris,Nice,2024-07-22,Standard,GLS,11.04,909,5
140127,P027,Strasbourg,Toulouse,2025-02-02,Express,Colissimo,9.97,681,3
140128,P055,Nantes,Lyon,2025-01-11,Express,GLS,17.65,493,4
140129,P031,Strasbourg,Bordeaux,2024-07-22,Express,GLS,7.11,836,4
140130,P030,Nantes,Marseille,2024-12-02,Standard,Chronopost,6.95,303,3
140131,P067,Strasbourg,Marseille,2024-09-04,Standard,Colissimo,1.33,220,1
140132,P013,Strasbourg,Bordeaux,2025-06-16,Standard,UPS,14.47,50,2
140133,P059,Rouen,Bordeaux,2025-02-05,Express,Colissimo,11.78,579,3
140134,P054,Strasbourg,Marseille,2025-03-28,Standard,GLS,14.95,694,5
140135,P021,Lyon,Toulouse,2024-12-25,Standard,Chronopost,10.24,293,3
140136,P043,Nantes,Marseille,2024-11-18,Standard,Colissimo,5.11,541,4
140137,P011,Strasbourg,Toulouse,2025-02-03,Express,DHL,15.37,709,5
140138,P067,Paris,Paris,2025-05-05,Standard,Colissimo,14.77,73,3
140139,P038,Paris,Bordeaux,2025-03-30,Standard,Chronopost,16.14,820,6
140140,P095,Lille,Nice,2024-10-02,Express,GLS,14.24,507,4
140141,P024,Lyon,Paris,2024-06-19,Standard,Chronopost,15.55,692,5
140142,P051,Nantes,Nice,2025-06-12,Express,Colissimo,11.58,988,4
140143,P076,Lyon,Lyon,2025-04-24,Standard,Colissimo,15.93,782,5
140144,P061,Nantes,Lyon,2025-03-13,Express,Chronopost,6.81,111,1
140145,P046,Lille,Lyon,2024-09-02,Express,GLS,5.51,265,1
140146,P043,Lyon,Nice,2024-10-06,Standard,Colissimo,13.45,605,5
140147,P027,Lyon,Toulouse,2024-11-19,Express,UPS,15.83,798,4
140148,P085,Nantes,Nice,2024-09-18,Standard,UPS,14.81,404,4
140149,P089,Rouen,Nice,2024-08-17,Standard,Colissimo,17.32,849,4
140150,P030,Nantes,Lyon,2024-09-03,Express,GLS,12.26,256,2
140151,P094,Lyon,Marseille,2025-05-11,Standard,Chronopost,0.52,203,0
140152,P063,Lille,Toulouse,2025-01-23,Express,Chronopost,5.39,505,3
140153,P010,Lille,Bordeaux,2024-08-28,Standard,Chronopost,2.46,764,3
140154,P003,Rouen,Lyon,2025-01-28,Standard,Chronopost,11.92,737,4
140155,P077,Rouen,Toulouse,2024-10-04,Express,Colissimo,11.71,254,2
140156,P060,Lyon,Lyon,2024-08-21,Standard,Colissimo,15.96,387,3
140157,P027,Rouen,Lyon,2024-11-18,Express,GLS,1.22,160,1
140158,P082,Lille,Nice,2025-02-22,Standard,GLS,16.57,323,3
140159,P045,Lyon,Nice,2024-07-02,Express,DHL,5.45,374,2
140160,P062,Strasbourg,Toulouse,2024-11-30,Express,DHL,19.76,231,3
140161,P024,Strasbourg,Toulouse,2025-02-11,Express,DHL,3.19,603,2
140162,P046,Rouen,Toulouse,2024-08-04,Express,Chronopost,8.92,864,4
140163,P078,Lille,Marseille,2025-01-15,Standard,Colissimo,3.92,370,2
140164,P044,Rouen,Bordeaux,2025-01-21,Express,Colissimo,16.41,469,3
140165,P063,Lille,Paris,2024-10-28,Standard,GLS,18.97,894,5
140166,P004,Strasbourg,Nice,2025-02-20,Standard,DHL,12.48,168,2
140167,P016,Lyon,Bordeaux,2024-12-27,Express,Colissimo,1.6,77,0
140168,P051,Lille,Nice,2025-01-22,Express,Chronopost,7.37,460,3
140169,P074,Strasbourg,Marseille,2024-07-26,Express,Colissimo,2.51,393,1
140170,P091,Paris,Marseille,2025-05-14,Express,Colissimo,13.85,700,4
140171,P048,Nantes,Marseille,2024-10-26,Express,DHL,1.27,193,1
140172,P065,Lille,Bordeaux,2024-11-12,Express,DHL,8.82,502,3
140173,P069,Paris,Marseille,2024-08-27,Standard,GLS,2.29,59,1
140174,P077,Rouen,Marseille,2024-10-18,Express,GLS,16.44,134,3
140175,P045,Strasbourg,Marseille,2024-12-10,Express,GLS,2.13,988,4
140176,P003,Strasbourg,Toulouse,2024-10-24,Express,Chronopost,12.14,270,3
140177,P017,Nantes,Bordeaux,2024-12-30,Standard,Colissimo,9.99,344,4
140178,P083,Lille,Bordeaux,2024-09-08,Standard,GLS,16.0,618,4
140179,P037,Lille,Lyon,2025-05-28,Express,DHL,19.26,673,4
140180,P005,Lyon,Nice,2024-10-05,Express,Chronopost,0.13,375,1
140181,P047,Lille,Nice,2024-07-22,Standard,UPS,7.39,728,4
140182,P044,Nantes,Paris,2024-07-19,Express,DHL,11.22,379,2
140183,P088,Rouen,Marseille,2025-04-06,Express,Colissimo,19.09,247,3
140184,P033,Lyon,Paris,2025-03-06,Express,Chronopost,3.17,630,1
140185,P021,Nantes,Lyon,2025-05-31,Standard,Colissimo,13.43,65,2
140186,P067,Lille,Marseille,2024-08-26,Standard,DHL,15.33,655,4
140187,P068,Strasbourg,Nice,2024-07-09,Standard,Chronopost,3.0,649,4
140188,P032,Nantes,Paris,2024-09-06,Standard,Colissimo,12.67,674,5
140189,P024,Nantes,Lyon,2025-04-20,Standard,DHL,13.57,480,4
140190,P035,Strasbourg,Toulouse,2024-08-26,Standard,DHL,4.34,962,5
140191,P018,Rouen,Toulouse,2024-12-17,Express,GLS,14.47,365,2
140192,P067,Strasbourg,Lyon,2025-03-16,Standard,Colissimo,9.36,508,3
140193,P054,Strasbourg,Toulouse,2025-01-28,Standard,DHL,11.02,975,5
140194,P026,Lille,Bordeaux,2025-03-29,Express,DHL,13.79,877,5
140195,P060,Paris,Nice,2024-11-18,Express,Chronopost,8.02,366,2
140196,P088,Strasbourg,Marseille,2025-03-06,Express,Colissimo,14.77,466,4
140197,P065,Lyon,Lyon,2025-05-03,Express,DHL,10.62,608,4
140198,P051,Strasbourg,Nice,2025-06-15,Express,DHL,4.36,239,1
140199,P098,Strasbourg,Bordeaux,2024-12-12,Standard,UPS,5.61,708,4
140200,P060,Rouen,Paris,2025-06-07,Express,DHL,10.28,180,2
140201,P059,Lyon,Marseille,2024-08-28,Express,Chronopost,3.07,700,2
140202,P076,Strasbourg,Marseille,2024-12-17,Standard,GLS,16.13,908,6
140203,P017,Lille,Paris,2025-05-22,Standard,DHL,1.41,507,3
140204,P085,Strasbourg,Marseille,2024-12-29,Express,GLS,6.87,504,2
140205,P021,Strasbourg,Lyon,2024-06-19,Standard,Colissimo,10.99,234,3
140206,P067,Lyon,Bordeaux,2024-11-01,Standard,Chronopost,18.51,138,4
140207,P028,Nantes,Paris,2025-03-23,Express,DHL,12.78,581,3
140208,P089,Nantes,Marseille,2024-08-14,Standard,GLS,1.91,623,4
140209,P044,Nantes,Paris,2024-08-02,Standard,Chronopost,15.63,626,5
140210,P070,Paris,Marseille,2025-05-06,Standard,DHL,1.71,599,3
140211,P062,Nantes,Bordeaux,2025-03-22,Express,Chronopost,10.25,210,1
140212,P042,Nantes,Bordeaux,2025-04-15,Express,GLS,6.17,814,3
140213,P094,Lille,Lyon,2025-05-16,Express,Chronopost,9.48,444,2
140214,P096,Nantes,Lyon,2024-09-09,Express,UPS,2.82,597,2
140215,P022,Paris,Nice,2024-10-05,Express,Colissimo,1.4,495,2
140216,P038,Paris,Lyon,2024-08-05,Standard,GLS,12.03,244,2
140217,P014,Rouen,Lyon,2024-12-25,Express,Colissimo,12.98,291,2
140218,P098,Paris,Toulouse,2025-01-09,Express,Chronopost,2.11,697,2
140219,P026,Nantes,Lyon,2024-10-03,Standard,UPS,7.4,717,5
140220,P040,Lyon,Nice,2024-09-11,Express,GLS,18.55,58,2
140221,P054,Rouen,Lyon,2025-02-27,Standard,Chronopost,15.25,98,3
140222,P013,Paris,Lyon,2025-03-24,Standard,Chronopost,19.06,299,5
140223,P094,Rouen,Bordeaux,2024-07-15,Express,UPS,8.93,65,0
140224,P019,Lille,Lyon,2025-06-11,Standard,Chronopost,5.85,497,3
140225,P042,Nantes,Toulouse,2025-02-03,Express,GLS,19.51,536,3
140226,P041,Nantes,Bordeaux,2024-06-23,Express,GLS,1.31,571,2
140227,P050,Strasbourg,Toulouse,2025-04-26,Express,Chronopost,6.17,918,4
140228,P003,Strasbourg,Paris,2025-05-17,Express,Chronopost,15.19,593,4
140229,P031,Rouen,Nice,2024-07-25,Express,Colissimo,1.64,90,2
140230,P076,Paris,Lyon,2024-12-21,Standard,DHL,12.39,77,3
140231,P015,Lyon,Nice,2024-12-18,Express,Chronopost,19.34,775,5
140232,P054,Paris,Marseille,2025-02-05,Express,DHL,18.68,588,3
140233,P053,Rouen,Paris,2024-09-12,Express,Colissimo,1.72,985,3
140234,P045,Strasbourg,Marseille,2025-05-12,Standard,Colissimo,18.54,694,5
140235,P038,Paris,Paris,2025-06-08,Express,DHL,4.01,317,2
140236,P078,Rouen,Paris,2025-02-20,Standard,GLS,19.12,618,5
140237,P099,Nantes,Lyon,2025-02-02,Express,DHL,4.16,967,3
140238,P080,Nantes,Bordeaux,2025-05-26,Standard,GLS,19.95,84,3
140239,P050,Nantes,Marseille,2024-07-17,Standard,GLS,15.94,68,3
140240,P024,Rouen,Toulouse,2024-11-16,Standard,UPS,12.4,835,6
140241,P017,Strasbourg,Bordeaux,2025-01-19,Express,DHL,3.7,985,4
140242,P018,Nantes,Toulouse,2024-09-20,Express,Colissimo,13.21,382,2
140243,P042,Lille,Paris,2025-02-28,Express,GLS,2.31,647,3
140244,P017,Lyon,Lyon,2025-01-09,Standard,DHL,18.12,523,4
140245,P016,Rouen,Bordeaux,2025-01-20,Express,Colissimo,13.77,628,4
140246,P085,Strasbourg,Bordeaux,2025-06-06,Standard,Chronopost,16.82,591,4
140247,P088,Strasbourg,Paris,2025-04-25,Standard,DHL,2.05,379,2
140248,P098,Nantes,Nice,2025-02-26,Express,Chronopost,17.82,264,4
140249,P052,Lille,Toulouse,2024-11-20,Express,Colissimo,6.91,249,2
140250,P036,Paris,Toulouse,2025-03-02,Express,GLS,13.29,659,4
140251,P091,Lyon,Lyon,2024-06-27,Standard,DHL,16.73,992,6
140252,P039,Strasbourg,Toulouse,2025-03-10,Standard,Chronopost,11.14,506,4
140253,P081,Strasbourg,Toulouse,2024-12-30,Express,Colissimo,0.81,450,2
140254,P025,Lyon,Bordeaux,2024-11-01,Express,UPS,10.84,764,4
140255,P042,Nantes,Bordeaux,2024-10-09,Standard,DHL,18.5,869,6
140256,P021,Rouen,Marseille,2024-07-09,Express,UPS,3.64,740,2
140257,P068,Strasbourg,Paris,2024-10-12,Express,Colissimo,5.65,148,1
140258,P089,Rouen,Paris,2024-11-03,Express,DHL,15.65,58,1
140259,P059,Lille,Toulouse,2025-06-03,Express,DHL,3.03,736,2
140260,P030,Rouen,Lyon,2025-05-19,Standard,Chronopost,8.29,326,3
140261,P057,Nantes,Nice,2024-12-19,Express,UPS,10.03,407,3
140262,P033,Lyon,Lyon,2024-11-18,Standard,DHL,1.47,868,4
140263,P090,Lyon,Paris,2025-02-18,Express,DHL,15.56,738,5
